,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,yearmonth
1696,1697,12/05/2016,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000.0,nan,201605
1697,1698,12/05/2016,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,nan,201605
1698,1699,12/05/2016,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,150000.0,nan,201605
1699,1700,12/05/2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,-999.0,nan,201605
1700,1701,12/05/2016,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,-999.0,nan,201605
1701,1702,12/05/2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,-999.0,nan,201605
1702,1703,12/05/2016,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,-999.0,nan,201605
1703,1704,13/05/2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0,nan,201605
1704,1705,13/05/2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0,nan,201605
1705,1706,16/05/2016,Smartivity,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1000000.0,nan,201605
1706,1707,16/05/2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,-999.0,nan,201605
1707,1708,17/05/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,-999.0,nan,201605
1708,1709,17/05/2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,-999.0,nan,201605
1709,1710,17/05/2016,Blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,-999.0,nan,201605
1710,1711,18/05/2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,250000.0,nan,201605
1711,1712,18/05/2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0,nan,201605
1712,1713,18/05/2016,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,-999.0,nan,201605
1713,1714,18/05/2016,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000.0,nan,201605
1714,1715,18/05/2016,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,1000000.0,nan,201605
1715,1716,18/05/2016,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,-999.0,nan,201605
1716,1717,19/05/2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,1000000.0,nan,201605
1717,1718,19/05/2016,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,Ratan Tata,Private Equity,-999.0,nan,201605
1718,1719,19/05/2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,500000.0,nan,201605
1719,1720,19/05/2016,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,500000.0,nan,201605
1720,1721,20/05/2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,300000.0,nan,201605
1721,1722,23/05/2016,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,-999.0,nan,201605
1722,1723,23/05/2016,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,89000.0,nan,201605
1723,1724,24/05/2016,Eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,-999.0,nan,201605
1724,1725,24/05/2016,Goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,1000000.0,nan,201605
1725,1726,25/05/2016,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,-999.0,nan,201605
1726,1727,25/05/2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,1500000.0,nan,201605
1727,1728,25/05/2016,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,100000.0,nan,201605
1728,1729,25/05/2016,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,-999.0,nan,201605
1729,1730,26/05/2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,2000000.0,nan,201605
1730,1731,26/05/2016,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,-999.0,nan,201605
1731,1732,26/05/2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,475000.0,nan,201605
1732,1733,27/05/2016,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed Funding,-999.0,nan,201605
1733,1734,30/05/2016,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000.0,nan,201605
1734,1735,31/05/2016,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,-999.0,nan,201605
1735,1736,31/05/2016,Koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,4400000.0,nan,201605
1736,1737,31/05/2016,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000.0,nan,201605
1737,1738,31/05/2016,1mg,eCommerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Equity,-999.0,nan,201605
1738,1739,31/05/2016,Tpot,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Seed Funding,-999.0,nan,201605
1739,1740,31/05/2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,175000.0,nan,201605
1740,1741,01/04/2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000.0,nan,201604
1741,1742,01/04/2016,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,-999.0,nan,201604
1742,1743,01/04/2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,-999.0,nan,201604
1743,1744,04/04/2016,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,-999.0,nan,201604
1744,1745,04/04/2016,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,-999.0,nan,201604
1745,1746,04/04/2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0,nan,201604
1746,1747,04/04/2016,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,-999.0,nan,201604
1747,1748,05/04/2016,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,Mukesh Bansal,Seed Funding,-999.0,nan,201604
1748,1749,05/04/2016,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,-999.0,nan,201604
1749,1750,05/04/2016,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,-999.0,nan,201604
1750,1751,06/04/2016,Shipsy,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,1000000.0,nan,201604
1751,1752,06/04/2016,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding,500000.0,nan,201604
1752,1753,06/04/2016,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,6000000.0,nan,201604
1753,1754,06/04/2016,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Equity,1000000.0,nan,201604
1754,1755,07/04/2016,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,-999.0,nan,201604
1755,1756,08/04/2016,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"IDG, Indian Angel Network",Seed Funding,-999.0,nan,201604
1756,1757,08/04/2016,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,-999.0,nan,201604
1757,1758,08/04/2016,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0,nan,201604
1758,1759,11/04/2016,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,200000.0,nan,201604
1759,1760,11/04/2016,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,-999.0,nan,201604
1760,1761,11/04/2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000.0,nan,201604
1761,1762,11/04/2016,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,300000.0,nan,201604
1762,1763,12/04/2016,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.0,nan,201604
1763,1764,12/04/2016,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,-999.0,nan,201604
1764,1765,12/04/2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,-999.0,nan,201604
1765,1766,12/04/2016,Indi.com,Consumer Internet,Video Social Network,nan,Anil Kapoor,Seed Funding,-999.0,nan,201604
1766,1767,13/04/2016,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.0,nan,201604
1767,1768,13/04/2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0,nan,201604
1768,1769,13/04/2016,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.0,nan,201604
1769,1770,13/04/2016,kredX,eCommerce,Invoice discounting Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,750000.0,nan,201604
1770,1771,14/04/2016,Wedwise,Consumer Internet,Wedding related services community,New Delhi,StartUp Equity Partners,Seed Funding,-999.0,nan,201604
1771,1772,14/04/2016,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0,nan,201604
1772,1773,15/04/2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,-999.0,nan,201604
1773,1774,15/04/2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,1000000.0,nan,201604
1774,1775,15/04/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,-999.0,nan,201604
1775,1776,15/04/2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,15000000.0,nan,201604
1776,1777,15/04/2016,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,-999.0,nan,201604
1777,1778,15/04/2016,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,-999.0,nan,201604
1778,1779,15/04/2016,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,30000000.0,nan,201604
1779,1780,15/04/2016,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,150000.0,nan,201604
1780,1781,18/04/2016,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,-999.0,nan,201604
1781,1782,18/04/2016,Yufta,eCommerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bangalore,Ajay Data & other HNIs,Seed Funding,-999.0,nan,201604
1782,1783,18/04/2016,Smytten,eCommerce,Online Discovery and Shopping Platform,Gurgaon,Rajan Anandan,Seed Funding,-999.0,nan,201604
1783,1784,18/04/2016,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,-999.0,nan,201604
1784,1785,18/04/2016,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,10000000.0,nan,201604
1785,1786,18/04/2016,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,-999.0,nan,201604
1786,1787,19/04/2016,Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,nan,201604
1787,1788,19/04/2016,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding,450000.0,nan,201604
1788,1789,19/04/2016,LensKart,eCommerce,Eyewear etailing platform,New Delhi,Ratan Tata,Private Equity,-999.0,nan,201604
1789,1790,19/04/2016,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Man Capital,Private Equity,2000000.0,nan,201604
1790,1791,19/04/2016,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,RN Agarwal,Seed Funding,-999.0,nan,201604
1791,1792,19/04/2016,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,India Educational Investment Fund,Private Equity,-999.0,nan,201604
1792,1793,19/04/2016,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Brand Capital,Private Equity,-999.0,nan,201604
1793,1794,20/04/2016,1mg,eCommerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,nan,201604
1794,1795,20/04/2016,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,-999.0,nan,201604
1795,1796,20/04/2016,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Undisclosed Angel investors & HNIs,Seed Funding,-999.0,nan,201604
1796,1797,21/04/2016,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,-999.0,nan,201604
1797,1798,21/04/2016,Yufta,eCommerce,hyperlocal fashion retail platform,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,-999.0,nan,201604
1798,1799,21/04/2016,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,-999.0,nan,201604
1799,1800,21/04/2016,Advanced Structures India,Auto,Automotive Design and Engineering company,Bangalore,GirnarSoft,Private Equity,-999.0,nan,201604
1800,1801,22/04/2016,Licious,eCommerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000.0,nan,201604
1801,1802,22/04/2016,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,-999.0,nan,201604
1802,1803,22/04/2016,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private Equity,-999.0,nan,201604
1803,1804,22/04/2016,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Funding,450000.0,nan,201604
1804,1805,25/04/2016,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,200000.0,nan,201604
1805,1806,25/04/2016,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,-999.0,nan,201604
1806,1807,25/04/2016,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0,nan,201604
1807,1808,26/04/2016,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.0,nan,201604
1808,1809,26/04/2016,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000.0,nan,201604
1809,1810,26/04/2016,Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.0,nan,201604
1810,1811,27/04/2016,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed Funding,500000.0,nan,201604
1811,1812,27/04/2016,CareonGO,Consumer Internet,Online Pharmacy,nan,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,-999.0,nan,201604
1812,1813,27/04/2016,RailYatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,-999.0,nan,201604
1813,1814,27/04/2016,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Funding,450000.0,nan,201604
